sgRNA_target	locus	Gene name	Product	condition	wmean_fitness	sd_fitness	p_fitness_adj	comb_score
crtO	slr0088	crtO	beta-carotene ketolase	BG11_Lys	0.048851217924168855	0.04762569134921328	0.3494466145833333	0.022306402219899137
crtQ	slr0940	crtQ-2	zeta-carotene desaturase	BG11_Control	-0.15622263499447647	0.35390302091876186	0.8957777036048065	0.007467403144396988
crtQ	slr0940	crtQ-2	zeta-carotene desaturase	BG11_Lys	-0.3462972582177792	0.2925090335914029	0.6756671701913397	0.05896305842232751
crtX	slr1125	crtX	probable glucosyl transferase	BG11_Control	0.03880897574718551	0.2274638450957041	0.9741107326334599	4.4209910778529485e-4
crtX	slr1125	crtX	probable glucosyl transferase	BG11_Lys	0.2438850340682978	0.21373475338751444	0.3494466145833333	0.11136258002381857
cscK	slr1448	cscK	fructokinase	BG11_Control	0.17608949012327874	0.2800580378046242	0.9741107326334599	0.002005953647965439
cscK	slr1448	cscK	fructokinase	BG11_Lys	0.28723828634264986	0.22504442637263997	0.546885613367749	0.07528616053818862
csgA	sll1704	csgA	probable short chain dehydrogenase	BG11_Control	0.013754469751314275	0.29171929438642913	0.9741107326334599	1.5668640277260757e-4
csgA	sll1704	csgA	probable short chain dehydrogenase	BG11_Lys	0.07583185007805934	0.18434736357293394	1	-0
ctaB	sll1899	ctaB	cytochrome c oxidase folding protein	BG11_Control	-0.019894734064876064	0.1594585093324895	0.9741107326334599	2.2663427751878456e-4
ctaB	sll1899	ctaB	cytochrome c oxidase folding protein	BG11_Lys	0.25975130544846103	0.1721921353164813	0.4446239231278993	0.09143432288521257
ctaC	slr1136	ctaCI	cytochrome c oxidase subunit II	BG11_Control	0.16272291512381745	0.10571889518266546	0.46665797252651714	0.05386149809796733
ctaC	slr1136	ctaCI	cytochrome c oxidase subunit II	BG11_Lys	0.32610048238699313	0.17023212370782284	0.3494466145833333	0.14890372918683303
ctaC2	sll0813	ctaC	cytochrome c oxidase subunit II	BG11_Control	-0.19962794556204577	0.347515677879959	0.8957777036048065	0.009542166206915137
ctaC2	sll0813	ctaC	cytochrome c oxidase subunit II	BG11_Lys	0.4348406718532278	0.5810882771873546	0.8781329755906027	0.024542283130209477
ctaD	slr1137	ctaDI	cytochrome c oxidase subunit I	BG11_Control	0.03518484585097434	0.19874256035871585	1	-0
ctaD	slr1137	ctaDI	cytochrome c oxidase subunit I	BG11_Lys	0.25414404766662907	0.1480954301734486	0.3494466145833333	0.11604704222205936
ctaD2	slr2082	ctaDII	cytochrome c oxidase subunit I	BG11_Control	-0.15568896603500523	0.2954079587093506	0.9741107326334599	0.0017735575765892907
ctaD2	slr2082	ctaDII	cytochrome c oxidase subunit I	BG11_Lys	-0.05819935634183586	0.2597049838205456	1	-0
ctaE	slr1138	ctaEI	cytochrome c oxidase subunit III	BG11_Control	-0.17251516642250878	0.2554794633161426	0.9741107326334599	0.001965236126087505
ctaE	slr1138	ctaEI	cytochrome c oxidase subunit III	BG11_Lys	-0.009044864969588574	0.2509180927319811	0.9768928151425212	9.183327866095289e-5
ctaE2	slr2083	ctaEII	cytochrome c oxidase subunit III	BG11_Control	-0.022886131290165396	0.29001740632672346	1	-0
ctaE2	slr2083	ctaEII	cytochrome c oxidase subunit III	BG11_Lys	-0.08810893904443742	0.05034812349346283	0.3494466145833333	0.040232229962918274
ctpA	slr0008	ctpA	carboxyl-terminal processing protease	BG11_Control	-0.7063358126273034	0.4792495139895594	0.7097614513910928	0.10516463812815509
ctpA	slr0008	ctpA	carboxyl-terminal processing protease	BG11_Lys	-0.3153507434854652	0.3554137695320844	0.9768928151425212	0.0032017827573778248
ctpB	slr0257	ctpB	periplasmic carboxyl-terminal protease	BG11_Control	0.3718835656404403	0.2601996921486768	0.46665797252651714	0.12309394745151107
ctpB	slr0257	ctpB	periplasmic carboxyl-terminal protease	BG11_Lys	1.395555178878124	0.7374234389598705	0.3494466145833333	0.6372372371235687
ctrl1	NA	NA	NA	BG11_Control	-0.14740604086239112	NA	1	-0
ctrl1	NA	NA	NA	BG11_Lys	0.0947954873138777	NA	1	-0
ctrl10	NA	NA	NA	BG11_Control	0.2336726883714863	NA	1	-0
ctrl10	NA	NA	NA	BG11_Lys	0.3905255710738775	NA	1	-0
ctrl2	NA	NA	NA	BG11_Control	-0.24252264481073424	NA	1	-0
ctrl2	NA	NA	NA	BG11_Lys	0.2183895404540095	NA	1	-0
ctrl3	NA	NA	NA	BG11_Control	0.1481561037656449	NA	1	-0
ctrl3	NA	NA	NA	BG11_Lys	0.2369197688944261	NA	1	-0
ctrl4	NA	NA	NA	BG11_Control	0.0164185671240327	NA	1	-0
ctrl4	NA	NA	NA	BG11_Lys	0.22815324495487396	NA	1	-0
ctrl5	NA	NA	NA	BG11_Control	-0.22478789720319856	NA	1	-0
ctrl5	NA	NA	NA	BG11_Lys	0.2193556376686561	NA	1	-0
ctrl6	NA	NA	NA	BG11_Control	0.7063162138480409	NA	1	-0
ctrl6	NA	NA	NA	BG11_Lys	-0.3672281180087718	NA	1	-0
ctrl7	NA	NA	NA	BG11_Control	0.24036229824609848	NA	1	-0
ctrl7	NA	NA	NA	BG11_Lys	0.11040574621590105	NA	1	-0
ctrl8	NA	NA	NA	BG11_Control	-0.32576930804104864	NA	1	-0
ctrl8	NA	NA	NA	BG11_Lys	-0.23385662628230328	NA	1	-0
ctrl9	NA	NA	NA	BG11_Control	0.19785164752737885	NA	1	-0
ctrl9	NA	NA	NA	BG11_Lys	-0.12787217740975468	NA	1	-0
cyaA	sll0646	cya2	guanylyl cyclase	BG11_Control	0.22181305163674034	0.10114633983462895	0.39064774381368267	0.09054734380837183
cyaA	sll0646	cya2	guanylyl cyclase	BG11_Lys	-0.007086703875862188	0.5881821886742393	0.8781329755906027	3.9997153955292246e-4
cyaA2	slr1991	cya1	adenylate cyclase	BG11_Control	-0.15038286794303457	0.347083902096078	0.9741107326334599	0.0017131122495195185
cyaA2	slr1991	cya1	adenylate cyclase	BG11_Lys	0.12097505852082685	0.2057854052707462	0.9768928151425212	0.001228269996016703
cydA	slr1379	cydA	quinol oxidase subunit I	BG11_Control	0.22415911157044946	0.34231408233578986	0.9741107326334599	0.0025535469905934582
cydA	slr1379	cydA	quinol oxidase subunit I	BG11_Lys	0.21186548354696708	0.19416491946860345	0.9768928151425212	0.0021510881649006164
cydB	slr1380	cydB	quinol oxidase subunit II	BG11_Control	-0.1792023829186996	0.28243052217374776	0.9741107326334599	0.0020414147004923573
cydB	slr1380	cydB	quinol oxidase subunit II	BG11_Lys	0.7201181958214434	0.4207655807172774	0.3494466145833333	0.3288197675397978
cynS	slr0899	cynS	cyanate lyase	BG11_Control	0.2523661951079972	0.12985815094089115	0.39064774381368267	0.10301958548172956
cynS	slr0899	cynS	cyanate lyase	BG11_Lys	0.356989172643974	0.21042059177585526	0.4446239231278993	0.1256627496893583
cyp	slr1251	cyp	peptidyl-prolyl cis-trans isomerase	BG11_Control	-0.07705252682231538	0.327118328103185	1	-0
cyp	slr1251	cyp	peptidyl-prolyl cis-trans isomerase	BG11_Lys	-0.065245096606958	0.10700827195073156	0.8781329755906027	0.003682414588684816
cyp2	slr0574	cyp	cytochrome P450	BG11_Control	-0.23558309386796092	0.3585357832117208	0.8957777036048065	0.011260813364072253
cyp2	slr0574	cyp	cytochrome P450	BG11_Lys	-0.7144706634826699	0.7577791041557079	0.9768928151425212	0.007254081045464677
cysA	slr1455	cysA	sulfate transport system ATP-binding protein	BG11_Control	0.2059320294528318	0.26570640483219354	0.8957777036048065	0.00984349985085388
cysA	slr1455	cysA	sulfate transport system ATP-binding protein	BG11_Lys	0.04217259304375998	0.1974897961700422	0.9768928151425212	4.2818190231299155e-4
cysC	slr0676	cysC	adenylylsulfate kinase	BG11_Control	0.04006600530171082	0.23253019277800685	1	-0
cysC	slr0676	cysC	adenylylsulfate kinase	BG11_Lys	2.7200417760501625	1.5553386325422671	0.9768928151425212	0.027616814096099222
cysE	slr1348	cysE	serine acetyltransferase	BG11_Control	-1.4657401514017472	0.9022188255018598	0.46665797252651714	0.4851619104584504
cysE	slr1348	cysE	serine acetyltransferase	BG11_Lys	-1.194286382396344	0.7810837119739461	0.6756671701913397	0.20334777728428016
cysG	sll0378	cobA	uroporphyrin-III C-methyltransferase	BG11_Control	3.5730713748582015	2.401023648092801	0.5820741758241759	0.8397491947663186
cysG	sll0378	cobA	uroporphyrin-III C-methyltransferase	BG11_Lys	0.34792139674715866	0.684135207460232	0.8008461931963509	0.033557326449317346
cysH	slr1791	cysH	phosphoadenosine phosphosulfate reductase	BG11_Control	0.08512842172047978	0.3675751875622836	1	-0
cysH	slr1791	cysH	phosphoadenosine phosphosulfate reductase	BG11_Lys	-0.9142549539684826	1.1943894894136835	0.8781329755906027	0.05160028807301774
cysK	slr1842	cysK	cysteine synthase	BG11_Control	-0.38457781378167955	0.16322121754024707	0.39064774381368267	0.1569903090400198
cysK	slr1842	cysK	cysteine synthase	BG11_Lys	-0.2801001694619377	0.12131769114592607	0.3494466145833333	0.12789910482024475
cysM	sll0712	cysM	cysteine synthase	BG11_Control	-0.12945999557401652	0.20215910994060424	0.8301480335837385	0.010466122980177501
cysM	sll0712	cysM	cysteine synthase	BG11_Lys	0.06796179316825232	0.2628725762965246	0.8781329755906027	0.0038357441654743953
cysQ	sll0895	cysQ	CysQ protein homolog	BG11_Control	0.28673965703244303	0.23887076925611916	0.7097614513910928	0.04269197700261494
cysQ	sll0895	cysQ	CysQ protein homolog	BG11_Lys	-0.19352232501190322	0.1727654373686972	0.8008461931963509	0.0186653994159914
cysS	slr0958	cysS	cysteinyl-tRNA synthetase	BG11_Control	-0.18211877005992802	0.7305570656177045	1	-0
cysS	slr0958	cysS	cysteinyl-tRNA synthetase	BG11_Lys	-0.9404160403436418	0.2735111485674548	0.3494466145833333	0.4294119848252907
cysT	slr1453	cysT	sulfate transport system permease protein	BG11_Control	-0.9071314867604103	0.5637185335079974	0.8301480335837385	0.07333655201770493
cysT	slr1453	cysT	sulfate transport system permease protein	BG11_Lys	-1.240536991586142	0.7866182714276934	0.9768928151425212	0.012595276946708511
cysW	slr1454	cysW	sulfate transport system permease protein	BG11_Control	0.08301189916301457	0.06262558854650047	0.8301480335837385	0.006711051870548501
cysW	slr1454	cysW	sulfate transport system permease protein	BG11_Lys	0.22022773663628395	0.1652666748286956	0.8781329755906027	0.012429590458082094
cytM	sll1245	cytM	cytochrome cM	BG11_Control	-0.6447632227540844	0.21530175637048662	0.39064774381368267	0.2632018124042516
cytM	sll1245	cytM	cytochrome cM	BG11_Lys	0.13296124392151001	0.3640726674944688	0.9768928151425212	0.0013499667496646298
dacB	slr0804	dacB	probable D-alanyl-D-alanine carboxypeptidase	BG11_Control	-0.6084110889720769	0.3422197586183153	0.39064774381368267	0.24836233775909888
dacB	slr0804	dacB	probable D-alanyl-D-alanine carboxypeptidase	BG11_Lys	-0.44483040135194174	0.8360520278191634	1	-0
dacB2	slr0646	dacB	probable D-alanyl-D-alanine carboxypeptidase	BG11_Control	0.3925246179967494	0.2657004484175393	0.46665797252651714	0.12992616282439473
dacB2	slr0646	dacB	probable D-alanyl-D-alanine carboxypeptidase	BG11_Lys	0.12093592121297948	0.2232442721738659	0.6756671701913397	0.02059141855334738
dapA	slr0550	dapA	dihydrodipicolinate synthase	BG11_Control	0.5700182814119931	0.36430581984657634	0.39064774381368267	0.2326898301214295
dapA	slr0550	dapA	dihydrodipicolinate synthase	BG11_Lys	1.1092523492370299	0.2525081238409137	0.3494466145833333	0.5065058788065046
dapB	sll1058	dapB	dihydrodipicolinate reductase	BG11_Control	-0.0952809925049671	0.3943195888668709	0.8957777036048065	0.004554407772330902
dapB	sll1058	dapB	dihydrodipicolinate reductase	BG11_Lys	-0.6385918122858198	0.526169942991283	0.546885613367749	0.1673771498579799
dapF	slr1665	dapF	diaminopimelate epimerase	BG11_Control	0.1677331517312468	0.2929869493996974	0.8301480335837385	0.013560295488101696
dapF	slr1665	dapF	diaminopimelate epimerase	BG11_Lys	-0.09418207812992142	0.4961016462160316	0.9768928151425212	9.562386011127077e-4
dcoH	ssl2296	dcoH	pterin-4a-carbinolamine dehydratase	BG11_Control	0.3552696205675341	0.2891008549500912	0.8301480335837385	0.02872157938438163
dcoH	ssl2296	dcoH	pterin-4a-carbinolamine dehydratase	BG11_Lys	0.37477611640731795	0.28529138059144893	0.8008461931963509	0.036147487913275156
dctP	sll1314	dctP	putative C4-dicarboxylase binding protein;  peri plasmic protein	BG11_Control	0.11065821413777605	0.2913217735542156	0.9741107326334599	0.0012605820379831278
dctP	sll1314	dctP	putative C4-dicarboxylase binding protein;  peri plasmic protein	BG11_Lys	0.05771110382832209	0.3068927285977454	0.8781329755906027	0.003257198191409434
ddh	slr1556	ddh	2-hydroxyacid dehydrogenase homolog	BG11_Control	-0.01366785057680723	0.0643621110292965	1	-0
ddh	slr1556	ddh	2-hydroxyacid dehydrogenase homolog	BG11_Lys	0.18788557888915491	0.15834839759611255	0.8008461931963509	0.018121730266805813
ddlA	slr1874	ddl	D-alanine--D-alanine ligase	BG11_Control	0.8880145594140427	0.5805709341128854	0.39064774381368267	0.3625005788648767
ddlA	slr1874	ddl	D-alanine--D-alanine ligase	BG11_Lys	-0.09923044620178166	0.2507632931863779	0.6756671701913397	0.016895688480992103
deaD	slr0083	crhR	RNA helicase Light	BG11_Control	0.4028759813938529	0.23591005054426653	0.46665797252651714	0.13335247767071015
deaD	slr0083	crhR	RNA helicase Light	BG11_Lys	0.04513047635381165	0.11019904772731345	0.8781329755906027	0.0025471511755237107
def	slr1549	def	polypeptide deformylase	BG11_Control	-2.860602823181031	1.599617382452191	0.9741107326334599	0.0325870480090716
def	slr1549	def	polypeptide deformylase	BG11_Lys	-2.78006573232437	1.63523981749631	1	-0
degT	slr1666	degT	pleiotropic regulatory protein homolog	BG11_Control	2.373190456200143	1.340488486352817	0.46665797252651714	0.7855291502458397
degT	slr1666	degT	pleiotropic regulatory protein homolog	BG11_Lys	-0.5424290641684745	0.5601656217618541	0.8008461931963509	0.05231776301222226
deoC	sll1776	deoC	deoxyribose-phosphate aldolase	BG11_Control	-0.45423930664834106	1.0683271149127604	0.8957777036048065	0.02171252601708107
deoC	sll1776	deoC	deoxyribose-phosphate aldolase	BG11_Lys	-0.28324779926426935	0.684835177567097	0.9768928151425212	0.002875838850817083
desA	slr1350	desA	acyl-lipid desaturase (delta 12)	BG11_Control	-0.5835782263012431	0.23448776226564924	0.39064774381368267	0.2382251986799951
desA	slr1350	desA	acyl-lipid desaturase (delta 12)	BG11_Lys	-0.8979250103478859	0.3175331306003962	0.3494466145833333	0.41000976629116076
desB	sll1441	desB	acyl-lipid desaturase (omega-3)	BG11_Control	-0.6086403975656982	0.40573064905740197	0.7097614513910928	0.09061900305194703
desB	sll1441	desB	acyl-lipid desaturase (omega-3)	BG11_Lys	-2.965114182700898	2.154179711138979	0.9768928151425212	0.03010505495848228
desC(des9)	sll0541	desC; des9	acyl-lipid desaturase (delta 9)	BG11_Control	-2.9262648644492018	0.5573275689158598	0.39064774381368267	1.1945442741104801
desC(des9)	sll0541	desC; des9	acyl-lipid desaturase (delta 9)	BG11_Lys	-2.059440784805969	0.10958212716872151	0.3494466145833333	0.9403801265560418
desD(des6)	sll0262	desD	acyl-lipid desaturase (delta 6)	BG11_Control	-0.29447859321206254	0.24096988252469706	0.46665797252651714	0.0974728001653287
desD(des6)	sll0262	desD	acyl-lipid desaturase (delta 6)	BG11_Lys	-0.5445188361567106	0.15764325533661752	0.3494466145833333	0.24863773497883773
devB	sll1479	devB	6-phosphogluconolactonase	BG11_Control	0.42706007727730333	0.3455959820314365	0.8957777036048065	0.020413365604924724
devB	sll1479	devB	6-phosphogluconolactonase	BG11_Lys	0.09124306273734167	0.20784843620159726	1	-0
dfp	sll0250	dfp	pantothenate metabolism flavoprotein	BG11_Control	-0.526652900578955	0.4814490838441723	0.7097614513910928	0.07841208206974061
dfp	sll0250	dfp	pantothenate metabolism flavoprotein	BG11_Lys	-1.1776786403664505	0.7244647619467764	0.4446239231278993	0.4145513296742592
dfr	sll0698	dspA;  dfr;  hik33;  nblS	drug sensory protein A;  low temperature sensor;  two-component sensor histidine kinase	BG11_Control	-0.9531071033841167	0.6066713555073429	0.5820741758241759	0.2240008213171038
dfr	sll0698	dspA;  dfr;  hik33;  nblS	drug sensory protein A;  low temperature sensor;  two-component sensor histidine kinase	BG11_Lys	-0.8908888861612562	0.518594169176324	0.546885613367749	0.23350509627123275
dfrA	slr1706	dfrA	dihydroflavonol 4-reductase	BG11_Control	1.735634702459651	1.116198235501768	0.5820741758241759	0.40791176298760956
dfrA	slr1706	dfrA	dihydroflavonol 4-reductase	BG11_Lys	0.454148178835718	0.14236126045416364	0.3494466145833333	0.20737276111047065
dgkA	slr0054	dgkA	diacylglycerol kinase	BG11_Control	-1.210794774947007	1.1887393380981015	0.7097614513910928	0.18027231817842124
dgkA	slr0054	dgkA	diacylglycerol kinase	BG11_Lys	-1.1707530576207827	0.33529752620140696	0.3494466145833333	0.5345882807672139
dgt	sll0398	dgt	deoxyguanosinetriphosphate triphosphohydrolase	BG11_Control	-1.583112178568408	0.9910569529512193	1	-0
dgt	sll0398	dgt	deoxyguanosinetriphosphate triphosphohydrolase	BG11_Lys	-1.3949166559934327	0.871651564353532	1	-0
divK	slr2041	divK	probable two-component response regulator	BG11_Control	-0.3919125992438401	0.22245765809198245	0.5820741758241759	0.09210795282443816
divK	slr2041	divK	probable two-component response regulator	BG11_Lys	-1.4942379355560345	0.8887166941346052	0.8008461931963509	0.1441205705231389
dnaA	sll0848	dnaA	chromosomal replication initiator protein DnaA	BG11_Control	0.36351911903699446	0.21406630768404256	0.39064774381368267	0.14839384071170292
dnaA	sll0848	dnaA	chromosomal replication initiator protein DnaA	BG11_Lys	0.03577395649068416	0.24622706631556018	1	-0
dnaB	slr0833	dnaB	replicative DNA helicase [Contains: Ssp dnaB in tein]	BG11_Control	-1.2537015659990314	0.8227532742897429	0.46665797252651714	0.41497686088707364
dnaB	slr0833	dnaB	replicative DNA helicase [Contains: Ssp dnaB in tein]	BG11_Lys	-1.9782914949161434	1.5033350847732674	0.6756671701913397	0.3368381187637872
dnaE	sll1572	dnaE	DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]	BG11_Control	0.2874328471820459	0.34076433699649306	0.8301480335837385	0.02323735230957822
dnaE	sll1572	dnaE	DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]	BG11_Lys	0.17649861192962102	0.18272805135558462	0.6756671701913397	0.03005192134706788
dnaE2	slr0603	dnaE	DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]	BG11_Control	-0.06629379487699558	0.6858805498646525	0.9741107326334599	7.551971419639074e-4
dnaE2	slr0603	dnaE	DNA polymerase III alpha subunit [Contains: Ssp dnaE intein]	BG11_Lys	0.08257774908722618	0.4654510669337633	0.8781329755906027	0.004660664536545831
dnaG	sll1868	dnaG	DNA primase	BG11_Control	-0.7032530463574445	1.112591788455897	0.9741107326334599	0.00801122777285521
dnaG	sll1868	dnaG	DNA primase	BG11_Lys	-0.41631696977250604	0.9695106759861302	1	-0
dnaJ	sll1666	dnaJ	DnaJ-like protein	BG11_Control	1.9536074048234429	1.2869630228910645	0.9741107326334599	0.022254854038445616
dnaJ	sll1666	dnaJ	DnaJ-like protein	BG11_Lys	0.2475133764551362	0.16041293395615908	0.8008461931963509	0.023872884082245267
dnaJ2	sll1933	dnaJ2	DnaJ protein;  heat shock protein 40;  molecular chaperone	BG11_Control	-2.4194000111728733	1.3715143878174172	0.46665797252651714	0.8008245734834198
dnaJ2	sll1933	dnaJ2	DnaJ protein;  heat shock protein 40;  molecular chaperone	BG11_Lys	-1.6318498359912057	1.2026941972459486	0.6756671701913397	0.27785047363991827
dnaJ3	slr0093	dnaJ	DnaJ protein;  heat shock protein 40;  molecular chaperone	BG11_Control	-0.3365990460217207	0.40125779082760094	0.9741107326334599	0.0038344258013141732
dnaJ3	slr0093	dnaJ	DnaJ protein;  heat shock protein 40;  molecular chaperone	BG11_Lys	-0.21900437518350285	0.45698668015634036	1	-0
dnaJ4	sll0897	dnaJ1	DnaJ protein;  heat shock protein 40;  molecular chaperone	BG11_Control	0.4627448954181388	0.06956231359985213	0.39064774381368267	0.18889925922670572
dnaJ4	sll0897	dnaJ1	DnaJ protein;  heat shock protein 40;  molecular chaperone	BG11_Lys	-0.1419136009374161	0.1727805962010327	0.4446239231278993	0.04995460556978612
dnaK	sll1932	dnaK3	DnaK protein	BG11_Control	-1.179770624673227	0.7127575172859708	0.39064774381368267	0.4815996875704592
dnaK	sll1932	dnaK3	DnaK protein	BG11_Lys	-0.476986102309837	0.9131166078427392	1	-0
dnaK2	sll0170	dnaK2	DnaK protein 2;  heat shock protein 70;  molecula r chaperone	BG11_Control	-2.559098342342195	1.3791048451679746	0.46665797252651714	0.8470649041267118
dnaK2	sll0170	dnaK2	DnaK protein 2;  heat shock protein 70;  molecula r chaperone	BG11_Lys	-2.226780362072924	1.5512925388018628	0.9768928151425212	0.022608689261204327
dnaK3	sll0058	dnaK1	DnaK protein 1;  heat shock protein 70;  molecula r chaperone	BG11_Control	0.16058752881276278	0.19229404776073644	0.39064774381368267	0.06555418662450593
dnaK3	sll0058	dnaK1	DnaK protein 1;  heat shock protein 70;  molecula r chaperone	BG11_Lys	-0.46969399846291077	0.17351140470308277	0.3494466145833333	0.21447128025037115
dnaN	slr0965	dnaN	DNA polymerase III beta subunit	BG11_Control	0.10292714387623209	0.4367724298871919	0.9741107326334599	0.0011725122242596394
dnaN	slr0965	dnaN	DNA polymerase III beta subunit	BG11_Lys	0.09570152449592612	0.29926130205728824	0.9768928151425212	9.716656685160177e-4
dnaX_and_dnaZ	slr0446	dnaX	DNA polymerase III delta' subunit	BG11_Control	-0.768018670630245	0.5281443106380177	0.8957777036048065	0.03671110166732664
dnaX_and_dnaZ	slr0446	dnaX	DNA polymerase III delta' subunit	BG11_Lys	-2.137563834106774	1.2349405118224337	0.8008461931963509	0.20616992245378837
dnaX	sll1360	dnaX	DNA polymerase III subunit gamma/tau [Contains: Ssp dnaX intein]	BG11_Control	-2.675482919804452	1.5894532573244455	0.5820741758241759	0.6287964587905803
dnaX	sll1360	dnaX	DNA polymerase III subunit gamma/tau [Contains: Ssp dnaX intein]	BG11_Lys	-1.9634456201660586	1.1374855194449696	0.4446239231278993	0.691146943388282
dpm1_2	slr1943	dpm1	probable glycosyltransferase	BG11_Control	0.5964130280968939	0.600771666284457	1	-0
dpm1_2	slr1943	dpm1	probable glycosyltransferase	BG11_Lys	-0.8660269920032608	0.6246895651810908	0.8008461931963509	0.08352906937107225
dpm1	sll1540	dpm1	dolichyl-phosphate-mannose synthase	BG11_Control	0.6863366669857598	0.39974140354421495	0.46665797252651714	0.22717833597861797
dpm1	sll1540	dpm1	dolichyl-phosphate-mannose synthase	BG11_Lys	0.24863014134379918	0.22284390891929803	0.6756671701913397	0.042333553621110714
drgA	slr1719	drgA	DrgA protein homolog	BG11_Control	0.5587266972682748	0.7395629518520789	0.8301480335837385	0.0451699561705519
drgA	slr1719	drgA	DrgA protein homolog	BG11_Lys	-0.4440786876799294	0.18533813175560568	0.3494466145833333	0.20277483849123518
dsbD	sll0621	ccdA	putative c-type cytochrome biogenesis protein C cdA	BG11_Control	-1.065761791249238	0.6527243829291273	0.7097614513910928	0.15867870650738122
dsbD	sll0621	ccdA	putative c-type cytochrome biogenesis protein C cdA	BG11_Lys	-0.7960512180474306	0.5252508835242562	0.9768928151425212	0.008082375312526745
eda	sll0107	eda	KHG/KDPG aldolase	BG11_Control	0.34334023652919093	0.1844123974476359	0.39064774381368267	0.14015652465378622
eda	sll0107	eda	KHG/KDPG aldolase	BG11_Lys	0.1428928347853978	0.24021601159993217	0.6756671701913397	0.02432996036106311
efp	slr0434	efp	elongation factor P	BG11_Control	0.49650082078867314	0.39310823105013415	0.7097614513910928	0.07392281152268797
efp	slr0434	efp	elongation factor P	BG11_Lys	-0.5682155261244317	0.6443667111415772	0.8781329755906027	0.03206992175247516
eno	slr0752	eno	enolase	BG11_Control	2.1054433717313406	1.0362407759022065	0.39064774381368267	0.859472891439351
eno	slr0752	eno	enolase	BG11_Lys	-0.22206166110776596	0.6473134276815814	0.8008461931963509	0.021418043625199477
entC	slr0817	menF	salicylate biosynthesis isochorismate synthase	BG11_Control	-1.893575350938228	0.553637735304574	0.39064774381368267	0.7729852552105745
entC	slr0817	menF	salicylate biosynthesis isochorismate synthase	BG11_Lys	-1.6149744667231059	0.8808938157960771	0.3494466145833333	0.7374282885948257
envM	slr1051	envM	enoyl-[acyl-carrier-protein] reductase	BG11_Control	0.9719637991329432	0.7300924724899502	0.7097614513910928	0.14471334934763808
envM	slr1051	envM	enoyl-[acyl-carrier-protein] reductase	BG11_Lys	2.8409978106767952	1.7832587355598664	0.546885613367749	0.7446354731698489
epsB	sll0923	epsB	unknown protein	BG11_Control	-0.0885544827884951	0.37281355753921847	1	-0
epsB	sll0923	epsB	unknown protein	BG11_Lys	0.26680875684813976	0.23088820542755714	0.9768928151425212	0.0027089318634606623
Era	slr0321	era	GTP-binding protein ERA homolog	BG11_Control	-0.968189545973709	1.0091516387501442	1	-0
Era	slr0321	era	GTP-binding protein ERA homolog	BG11_Lys	-0.9603288061520066	0.6627980172413285	0.9768928151425212	0.009750299552068267
erg6	slr0089	erg6	gamma-tocopherol methyltransferase	BG11_Control	0.3528125317260558	0.10052810143496684	0.39064774381368267	0.14402325460279544
erg6	slr0089	erg6	gamma-tocopherol methyltransferase	BG11_Lys	-0.08531010281518794	0.14070640391277425	0.6756671701913397	0.014525510834808112
ESI3	ssr1169	ESI3	stress induced hydrophobic peptide homolog	BG11_Control	0.1224053210850967	0.20355591791349642	1	-0
ESI3	ssr1169	ESI3	stress induced hydrophobic peptide homolog	BG11_Lys	-0.017987762142336706	0.1097724425137312	1	-0
ETR1	slr1212	ETR1; uirS	similar to two-component sensor histidine kinas e	BG11_Control	0.1518506057571835	0.14967747425232597	0.7097614513910928	0.0226086710011142
ETR1	slr1212	ETR1; uirS	similar to two-component sensor histidine kinas e	BG11_Lys	0.13913067811896468	0.18745309103160662	0.8008461931963509	0.0134192769642907
exbB	sll1404	exbB	biopolymer transport ExbB protein homolog	BG11_Control	-0.21614305465755793	0.1720500039040263	0.8301480335837385	0.017473967779211504
exbB	sll1404	exbB	biopolymer transport ExbB protein homolog	BG11_Lys	0.05530613724216012	0.06392587208532834	0.8781329755906027	0.0031214625652438055
exbB2	slr0677	exbB	biopolymer transport ExbB like protein	BG11_Control	2.2176582164656815	1.463637550056265	0.39064774381368267	0.9052806383306545
exbB2	slr0677	exbB	biopolymer transport ExbB like protein	BG11_Lys	-0.03307311281165704	0.47105520001782153	0.8781329755906027	0.0018666370262968776
exoD	slr1875	exoD	hypothetical protein	BG11_Control	-0.13135469858763607	0.46158739816695915	1	-0
exoD	slr1875	exoD	hypothetical protein	BG11_Lys	-0.05092915773733819	0.22681250561999558	1	-0
exsB	slr0527	exsB	transcription regulator ExsB homolog	BG11_Control	0.31893948792140187	0.05889171797237025	0.39064774381368267	0.13019578087848546
exsB	slr0527	exsB	transcription regulator ExsB homolog	BG11_Lys	0.19451454453138176	0.18563502568455745	0.546885613367749	0.05098294316215544
fabD	slr2023	fabD	malonyl coenzyme A-acyl carrier protein transac ylase	BG11_Control	0.1338202836130734	0.4890078584377747	0.9741107326334599	0.0015244367275837054
fabD	slr2023	fabD	malonyl coenzyme A-acyl carrier protein transac ylase	BG11_Lys	0.03605758780359656	0.34494152286937335	0.9768928151425212	3.660957371661105e-4
